co,no,no2,o3,so2,pm2_5,pm10,nh3,pm2_5_7day_avg,extreme_pm2_5,hazardous_pm25,hazardous_day,above_threshold,consecutive_breach_days,severity_zone,severity_score,lung_stress_score,breach,cumulative_pm25_burden
3141.7608333333333,31.670833333333334,64.51958333333333,46.8975,42.120416666666664,333.5158333333333,377.25541666666663,17.5075,478.2722619047619,True,True,True,True,33,Severe Injury Risk,3,32.065445238095236,True,12034.654239130437
2874.1770833333335,33.80708333333333,69.545,26.182083333333335,61.53125,263.7316666666666,318.37,27.087083333333336,450.57863095238093,True,True,True,True,34,Severe Injury Risk,3,32.01157261904762,True,12298.385905797104
1740.6937500000001,6.696249999999999,55.82875000000001,44.80416666666667,40.95791666666667,145.54791666666668,182.26208333333332,17.298333333333336,373.52654761904756,True,True,True,True,35,High Stress,2,28.97053095238095,True,12443.93382246377
2949.0,23.36916666666667,75.82875,32.04291666666666,47.742916666666666,251.08124999999998,305.93541666666664,18.107916666666664,308.8105357142857,True,True,True,True,36,Severe Injury Risk,3,30.176210714285716,True,12695.01507246377
5226.533333333334,94.98083333333334,92.39375,28.010833333333334,74.80416666666666,423.2920833333333,506.58458333333334,38.50791666666667,313.5664285714286,True,True,True,True,37,Severe Injury Risk,3,30.771328571428572,True,13118.307155797103
6557.782916666667,138.72916666666666,132.5075,11.186250000000001,160.06958333333333,568.4491666666667,658.2983333333333,47.01958333333334,346.67541666666665,True,True,True,True,38,Severe Injury Risk,3,31.933508333333332,True,13686.75632246377
2040.5454166666666,3.3037500000000004,65.97583333333334,33.81458333333333,43.98916666666667,297.72583333333336,324.19125,11.542083333333332,326.1919642857143,True,True,True,True,39,Severe Injury Risk,3,32.02383928571429,True,13984.482155797104
962.6954166666666,1.5991666666666668,34.43625,48.221666666666664,29.632499999999997,106.12416666666667,117.12291666666665,6.295416666666667,293.70744047619047,True,True,True,True,40,High Stress,2,29.87414880952381,True,14090.606322463771
3093.6395833333336,50.44875,60.805416666666666,9.065,53.25666666666667,177.60666666666665,220.55166666666665,14.229166666666666,281.403869047619,True,True,True,True,41,Severe Injury Risk,3,32.12807738095238,True,14268.212989130438
1831.3729166666665,14.82875,55.222500000000004,13.460833333333333,56.24875,145.68833333333333,167.63583333333335,11.222916666666668,281.4239285714286,True,True,True,True,42,High Stress,2,30.628478571428573,True,14413.901322463771
5448.500416666667,127.86458333333333,75.51416666666667,8.850416666666666,106.235,420.4379166666667,501.5308333333333,54.54291666666666,305.6177380952381,True,True,True,True,43,Severe Injury Risk,3,33.61235476190476,True,14834.339239130437
3489.732083333334,67.58458333333333,54.665416666666665,8.645,52.75,263.3875,318.005,16.70375,282.7742261904762,True,True,True,True,44,Severe Injury Risk,3,33.65548452380953,True,15097.726739130438
4221.2804166666665,73.035,73.58708333333333,14.104999999999999,78.48041666666667,361.8745833333333,430.6075,20.208333333333332,253.26357142857142,True,True,True,True,45,Severe Injury Risk,3,33.56527142857143,True,15459.601322463772
1282.0166666666667,2.3266666666666667,37.73583333333333,53.85333333333333,33.904583333333335,132.14624999999998,151.32208333333332,10.848333333333334,229.60934523809524,True,True,True,True,46,High Stress,2,31.592186904761906,True,15591.747572463772
1349.0516666666667,1.54125,36.307916666666664,71.58541666666666,32.0475,143.08833333333334,161.43291666666667,10.352500000000001,234.8899404761905,True,True,True,True,47,High Stress,2,32.19779880952381,True,15734.835905797105
1404.6833333333334,1.58625,42.969166666666666,62.31041666666667,35.23625,130.445,152.07833333333335,9.824166666666667,228.15255952380951,True,True,True,True,48,High Stress,2,32.56305119047619,True,15865.280905797104
1772.9608333333333,6.538333333333333,53.171666666666674,49.245416666666664,37.94041666666667,176.6783333333333,205.63166666666666,12.78,232.57970238095237,True,True,True,True,49,Severe Injury Risk,3,35.15159404761905,True,16041.959239130438
3755.0925,48.395,68.04666666666667,35.961666666666666,46.41291666666667,343.9058333333333,404.13166666666666,16.410833333333333,221.6465476190476,True,True,True,True,50,Severe Injury Risk,3,35.43293095238095,True,16385.86507246377
8681.775,170.13458333333332,129.18,14.145416666666668,140.7475,785.7466666666666,920.6408333333334,53.254999999999995,296.2692857142857,True,True,True,True,51,Severe Injury Risk,3,37.42538571428571,True,17171.611739130436
9328.20625,161.97125,173.87625,23.707083333333333,167.33083333333335,970.7925,1122.2754166666666,56.057916666666664,383.2575595238095,True,True,True,True,52,Severe Injury Risk,3,39.66515119047619,True,18142.404239130436
4639.069583333333,78.53875000000001,65.47500000000001,18.355416666666667,49.23416666666666,508.4166666666667,568.2575,15.425833333333335,437.0104761904762,True,True,True,True,53,Severe Injury Risk,3,41.240209523809526,True,18650.820905797103
1752.9325,10.660416666666666,43.982499999999995,77.94375000000001,52.401250000000005,322.66,342.9975,6.607500000000001,462.6635714285714,True,True,True,True,54,Severe Injury Risk,3,42.25327142857143,True,18973.480905797103
4081.6470833333333,64.92875,68.43166666666666,12.829166666666666,74.64625,441.0370833333333,517.68875,17.674166666666668,507.033869047619,True,True,True,True,55,Severe Injury Risk,3,43.64067738095238,True,19414.517989130436
2783.2195833333335,33.27291666666667,51.95166666666666,36.408750000000005,43.58083333333334,342.14416666666665,377.79833333333335,11.310416666666667,530.6718452380952,True,True,True,True,56,Severe Injury Risk,3,44.613436904761905,True,19756.6621557971
1425.8216666666667,1.24625,35.572916666666664,86.65041666666667,38.028749999999995,270.44458333333336,288.50166666666667,6.420416666666667,520.1773809523809,True,True,True,True,57,Severe Injury Risk,3,44.903547619047615,True,20027.106739130435
2600.75,24.436666666666667,55.97208333333333,46.321666666666665,36.5075,287.61375,330.14958333333334,13.758333333333333,449.0155357142857,True,True,True,True,58,Severe Injury Risk,3,43.980310714285714,True,20314.720489130435
3586.5308333333337,45.90958333333333,66.71708333333333,73.35958333333333,62.893750000000004,417.54625000000004,468.07625,12.935416666666667,369.98035714285714,True,True,True,True,59,Severe Injury Risk,3,42.89960714285714,True,20732.266739130435
1744.5879166666666,2.5316666666666667,45.6325,64.31583333333333,35.524166666666666,343.07708333333335,370.3954166666667,9.368333333333334,346.3604166666667,True,True,True,True,60,Severe Injury Risk,3,42.92720833333333,True,21075.34382246377
2519.5279166666664,14.6975,52.13833333333333,33.91416666666667,36.71625,330.50208333333336,374.23541666666665,12.6175,347.48071428571427,True,True,True,True,61,Severe Injury Risk,3,43.44961428571428,True,21405.8459057971
3899.7325,58.04958333333334,68.44458333333334,24.536666666666665,55.43291666666667,310.10125,379.4725,20.393333333333334,328.77559523809526,True,True,True,True,62,Severe Injury Risk,3,43.5755119047619,True,21715.9471557971
2838.0154166666666,27.54041666666667,64.79708333333333,33.23291666666667,47.486250000000005,243.71124999999998,296.39708333333334,16.14375,314.71375,True,True,True,True,63,Severe Injury Risk,3,43.794275,True,21959.6584057971
1588.82,0.18,42.16,22.35,23.6,188.91,216.15,5.64,303.06595238095235,True,True,True,True,64,Severe Injury Risk,3,44.06131904761905,True,22148.5684057971
5196.613043478261,69.48391304347827,96.94739130434782,36.74173913043478,65.63782608695652,482.79956521739126,573.4834782608696,24.071304347826086,330.94964026915113,True,True,True,True,65,Severe Injury Risk,3,45.11899280538302,True,22631.367971014493
2052.2287499999998,9.757083333333334,57.093333333333334,57.94,44.217083333333335,222.10833333333332,257.82416666666666,14.68,303.02993788819873,True,True,True,True,66,Severe Injury Risk,3,45.06059875776398,True,22853.476304347827
1720.945,3.830416666666667,51.973749999999995,49.94375,32.455,171.56166666666664,200.04458333333332,13.95875,278.52773550724635,True,True,True,True,67,Severe Injury Risk,3,45.070554710144926,True,23025.037971014495
5336.682916666667,81.25333333333333,94.67791666666666,26.936666666666667,72.50916666666667,454.82458333333335,542.1908333333333,39.48916666666667,296.28809265010347,True,True,True,True,68,Severe Injury Risk,3,45.92576185300207,True,23479.86255434783
8512.655833333332,107.96958333333333,158.65416666666667,30.71875,106.7725,837.0829166666667,978.6574999999999,43.07041666666667,371.5711878881988,True,True,True,True,69,Severe Injury Risk,3,47.93142375776397,True,24316.945471014496
6648.461666666666,83.12041666666667,140.48958333333334,34.54833333333333,100.77166666666666,626.2725,743.3516666666666,34.05958333333333,426.2227950310559,True,True,True,True,70,Severe Injury Risk,3,49.52445590062112,True,24943.217971014496
2062.7975,4.09125,65.34625,59.236250000000005,57.99458333333333,340.43916666666667,381.02833333333336,14.3125,447.8698188405797,True,True,True,True,71,Severe Injury Risk,3,50.457396376811595,True,25283.657137681163
3515.3225,41.62833333333333,78.19875,26.393333333333334,101.52749999999999,334.2133333333333,389.11999999999995,32.13791666666667,426.6432142857143,True,True,True,True,72,Severe Injury Risk,3,50.53286428571428,True,25617.870471014496
2693.09625,32.060833333333335,65.96124999999999,24.1725,62.793749999999996,230.4025,274.9995833333333,15.719583333333333,427.8280952380952,True,True,True,True,73,Severe Injury Risk,3,51.05656190476191,True,25848.272971014496
1358.7879166666667,7.47375,35.8375,61.27166666666667,31.98708333333333,120.12291666666665,144.10791666666668,12.301666666666668,420.4797023809524,True,True,True,True,74,High Stress,2,49.40959404761905,True,25968.395887681163
2606.035,24.653333333333332,49.724583333333335,55.01916666666667,37.3325,238.39625,284.08208333333334,14.664583333333333,389.56136904761905,True,True,True,True,75,Severe Injury Risk,3,51.29122738095238,True,26206.792137681165
4443.248333333334,69.48541666666667,67.98833333333333,38.335,58.423750000000005,377.37875,460.3675,23.131666666666664,323.88934523809525,True,True,True,True,76,Severe Injury Risk,3,50.477786904761906,True,26584.170887681164
6049.872083333333,94.32833333333333,109.02999999999999,32.899166666666666,92.82416666666667,517.9583333333334,624.7425,46.77,308.41589285714286,True,True,True,True,77,Severe Injury Risk,3,50.66831785714286,True,27102.129221014497
6234.009999999999,88.43875000000001,107.15833333333335,37.845416666666665,101.72625,665.7900000000001,794.6308333333333,26.631666666666664,354.89458333333334,True,True,True,True,78,Severe Injury Risk,3,52.09789166666667,True,27767.919221014497
6555.557083333333,102.63083333333333,96.44791666666667,45.24541666666667,81.2625,650.5195833333333,773.275,31.241249999999997,400.0811904761905,True,True,True,True,79,Severe Injury Risk,3,53.50162380952381,True,28418.438804347832
5332.788750000001,67.96958333333333,94.97875,43.24041666666667,71.78416666666666,593.6504166666667,695.1395833333332,23.216666666666665,451.97375000000005,True,True,True,True,80,Severe Injury Risk,3,55.039475,True,29012.0892210145
6617.864583333333,65.2475,111.87208333333332,66.76041666666667,75.16166666666668,771.6004166666667,859.3170833333334,25.234583333333333,545.0419642857144,True,True,True,True,81,Severe Injury Risk,3,57.400839285714284,True,29783.689637681167
7237.593333333333,73.9025,130.17833333333334,54.849583333333335,90.67958333333333,847.1691666666667,960.88875,25.2675,632.0095238095238,True,True,True,True,82,Severe Injury Risk,3,59.640190476190476,True,30630.858804347834
7093.5095833333335,79.01083333333334,131.69375,47.501666666666665,93.67875,824.1725,945.8504166666667,28.704166666666666,695.8372023809525,True,True,True,True,83,Severe Injury Risk,3,61.41674404761905,True,31455.031304347835
6527.741666666668,95.62708333333335,114.95583333333333,45.73250000000001,155.23083333333332,647.7925,778.2883333333334,60.60125,714.3849404761905,True,True,True,True,84,Severe Injury Risk,3,62.28769880952381,True,32102.823804347834
4897.197916666667,49.80166666666667,91.23625,54.14083333333334,71.88375,525.9404166666667,621.0666666666667,25.84958333333333,694.4064285714285,True,True,True,True,85,Severe Injury Risk,3,62.38812857142857,True,32628.764221014502
5531.946666666667,69.76583333333333,100.64791666666667,57.10791666666666,95.5575,607.86875,708.6604166666666,26.241249999999997,688.3134523809524,True,True,True,True,86,Severe Injury Risk,3,62.76626904761905,True,33236.6329710145
4959.50375,76.4525,73.89999999999999,53.856249999999996,70.78041666666667,477.22166666666664,568.0979166666667,26.129166666666666,671.6807738095238,True,True,True,True,87,Severe Injury Risk,3,62.933615476190475,True,33713.854637681165
3165.9595833333333,22.39625,62.819583333333334,66.07291666666667,46.31375,400.28875,455.0804166666667,20.733333333333334,618.6362500000001,True,True,True,True,88,Severe Injury Risk,3,62.372725,True,34114.143387681164
