date,co,no,no2,o3,so2,pm2_5,pm10,nh3,pm2_5_7day_avg,pm2_5_30day_avg,year,month
2020-11-25 01:00:00,2616.88,2.18,70.6,13.59,38.62,364.61,411.73,28.63,,,2020,11
2020-11-25 02:00:00,3631.59,23.25,89.11,0.33,54.36,420.96,486.21,41.04,,,2020,11
2020-11-25 03:00:00,4539.49,52.75,100.08,1.11,68.67,463.68,541.95,49.14,,,2020,11
2020-11-25 04:00:00,4539.49,50.96,111.04,6.44,78.2,454.81,534.0,48.13,,,2020,11
2020-11-25 05:00:00,4379.27,42.92,117.9,17.17,87.74,448.14,529.19,46.61,,,2020,11
2020-11-25 06:00:00,3898.62,28.39,117.9,40.05,101.09,437.25,511.79,42.05,,,2020,11
2020-11-25 07:00:00,1949.31,14.53,105.56,83.69,185.01,312.76,349.2,12.79,414.6014285714286,,2020,11
2020-11-25 08:00:00,1508.71,11.62,112.41,87.98,217.44,275.53,303.47,6.59,401.87571428571425,,2020,11
2020-11-25 09:00:00,1361.85,7.04,109.67,95.84,213.62,263.51,289.86,6.02,379.3828571428571,,2020,11
2020-11-25 10:00:00,1602.17,3.1,93.22,104.43,152.59,271.25,302.27,12.16,351.89285714285717,,2020,11
2020-11-25 11:00:00,2136.23,1.27,94.59,86.55,103.95,284.51,324.34,21.28,327.5642857142857,,2020,11
2020-11-25 12:00:00,2590.18,0.19,109.67,50.78,82.02,287.83,336.0,27.87,304.66285714285715,,2020,11
2020-11-25 13:00:00,3017.43,0.6,120.64,19.67,69.62,295.37,354.19,35.47,284.3942857142857,,2020,11
2020-11-25 14:00:00,3471.37,6.65,117.9,3.0,65.8,325.89,402.37,46.1,286.27,,2020,11
2020-11-25 15:00:00,3898.62,16.09,105.56,0.25,63.9,363.16,456.38,50.66,298.7885714285714,,2020,11
2020-11-25 16:00:00,4058.84,19.67,98.71,0.08,59.61,387.52,490.96,42.05,316.5042857142857,,2020,11
2020-11-25 17:00:00,3898.62,18.11,91.85,0.11,52.93,394.51,498.87,31.92,334.11285714285714,,2020,11
2020-11-25 18:00:00,3417.97,13.19,83.63,0.31,42.92,369.0,461.24,20.52,346.1828571428572,,2020,11
2020-11-25 19:00:00,2803.8,7.15,74.71,0.89,33.85,327.49,400.17,12.16,351.84857142857135,,2020,11
2020-11-25 20:00:00,2456.67,4.75,65.8,1.4,30.99,303.81,365.32,9.63,353.05428571428575,,2020,11
2020-11-25 21:00:00,2269.75,4.25,58.26,1.39,30.52,285.16,340.62,8.74,347.2357142857143,,2020,11
2020-11-25 22:00:00,2162.93,5.42,53.47,0.83,30.99,272.18,320.68,7.92,334.23857142857145,,2020,11
2020-11-25 23:00:00,2136.23,8.16,49.35,0.31,31.47,264.01,305.06,7.09,316.5942857142857,,2020,11
2020-11-26 00:00:00,2189.64,13.19,46.61,0.07,33.38,260.05,296.45,7.28,297.38571428571424,,2020,11
2020-11-26 01:00:00,2483.37,23.92,45.93,0.01,39.1,268.08,305.4,10.26,282.9685714285714,,2020,11
2020-11-26 02:00:00,3284.45,47.83,51.41,0.02,53.88,309.14,359.04,17.48,280.34714285714284,,2020,11
2020-11-26 03:00:00,3791.81,67.06,60.32,1.1,73.43,337.8,398.42,23.81,285.20285714285717,,2020,11
2020-11-26 04:00:00,3097.53,46.94,71.29,8.58,96.32,300.52,353.24,24.83,287.39714285714285,,2020,11
2020-11-26 05:00:00,2643.59,34.42,72.66,20.74,103.95,264.39,315.31,28.37,286.28428571428566,,2020,11
2020-11-26 06:00:00,2109.53,23.69,67.86,33.26,108.72,208.0,253.85,26.6,278.28285714285715,327.364,2020,11
2020-11-26 07:00:00,1094.82,9.95,49.35,66.52,90.6,115.32,139.51,12.79,257.60714285714283,319.0543333333333,2020,11
2020-11-26 08:00:00,894.55,7.49,42.5,82.25,83.92,92.77,111.59,10.13,232.56285714285715,308.11466666666666,2020,11
2020-11-26 09:00:00,881.2,7.26,44.55,85.12,92.51,88.53,107.12,10.64,201.0471428571429,295.6096666666666,2020,11
2020-11-26 10:00:00,1308.44,9.16,63.06,67.23,100.14,106.99,132.1,17.23,168.0742857142857,284.01566666666673,2020,11
2020-11-26 11:00:00,2056.12,11.51,91.85,30.76,95.37,138.22,175.22,26.85,144.88857142857142,273.685,2020,11
2020-11-26 12:00:00,2670.29,23.92,106.93,2.26,84.88,155.65,203.84,33.44,129.3542857142857,264.29833333333335,2020,11
2020-11-26 13:00:00,3097.53,42.92,94.59,0.0,74.39,169.52,227.04,41.04,123.85714285714286,259.52366666666666,2020,11
2020-11-26 14:00:00,3578.19,52.75,85.0,0.0,69.62,202.21,276.96,50.16,136.27,257.0796666666667,2020,11
2020-11-26 15:00:00,3952.03,53.64,85.0,0.0,64.85,234.37,325.87,49.14,156.49857142857144,256.10833333333335,2020,11
2020-11-26 16:00:00,4005.43,47.83,85.0,0.0,59.13,245.5,343.52,39.01,178.92285714285714,255.25,2020,11
2020-11-26 17:00:00,3685.0,37.1,84.31,0.0,51.98,229.77,319.4,30.4,196.46285714285713,253.4253333333333,2020,11
2020-11-26 18:00:00,2723.69,20.56,78.14,0.12,42.92,174.77,238.31,19.76,201.68428571428572,249.65666666666667,2020,11
2020-11-26 19:00:00,1695.63,4.47,67.17,2.5,32.42,114.3,149.46,11.65,195.77714285714288,243.621,2020,11
2020-11-26 20:00:00,1308.44,0.82,54.84,9.39,26.7,90.01,113.31,9.88,184.41857142857143,235.75833333333333,2020,11
2020-11-26 21:00:00,1134.87,0.18,47.3,18.06,27.66,82.03,100.6,9.5,167.25,226.38733333333332,2020,11
2020-11-26 22:00:00,974.66,0.03,39.76,31.11,29.56,77.06,92.05,8.99,144.77714285714288,216.03866666666667,2020,11
2020-11-26 23:00:00,894.55,0.01,34.62,38.98,28.37,73.1,86.42,8.61,120.14857142857144,205.325,2020,11
2020-11-27 00:00:00,894.55,0.01,33.59,38.98,28.13,71.17,84.01,8.61,97.49142857142856,195.39733333333334,2020,11
2020-11-27 01:00:00,1068.12,0.15,40.44,28.61,32.42,77.66,93.52,10.39,83.61857142857141,187.06966666666668,2020,11
2020-11-27 02:00:00,1441.96,2.65,55.52,10.01,40.53,93.87,117.18,14.95,80.7,180.07166666666666,2020,11
2020-11-27 03:00:00,1668.93,15.42,53.47,11.36,47.21,100.66,128.85,17.99,82.22142857142858,173.92166666666665,2020,11
2020-11-27 04:00:00,1708.98,23.47,47.3,23.96,54.84,101.94,132.24,20.77,85.0657142857143,168.24699999999999,2020,11
2020-11-27 05:00:00,1655.58,22.35,45.93,37.91,61.99,102.47,134.15,23.56,88.69571428571429,162.86233333333334,2020,11
2020-11-27 06:00:00,1455.31,16.99,45.24,57.94,66.76,96.21,124.64,22.29,91.99714285714286,157.40099999999998,2020,11
2020-11-27 07:00:00,947.95,8.38,33.24,89.41,54.84,65.04,82.8,14.57,91.12142857142855,150.63299999999998,2020,11
2020-11-27 08:00:00,814.44,5.76,29.13,107.29,48.16,60.21,75.19,13.05,88.62857142857142,142.33533333333332,2020,11
2020-11-27 09:00:00,814.44,4.69,30.5,117.3,49.11,66.66,81.87,14.06,84.74142857142856,133.29733333333334,2020,11
2020-11-27 10:00:00,1148.22,5.53,45.93,107.29,52.93,84.8,105.35,19.0,82.47571428571429,126.10666666666667,2020,11
2020-11-27 11:00:00,1655.58,5.64,72.66,75.1,53.88,105.82,134.28,24.57,83.03,120.82099999999998,2020,11
2020-11-27 12:00:00,2082.82,1.69,104.19,30.4,51.02,118.21,151.31,28.88,85.27857142857142,117.82799999999999,2020,11
2020-11-27 13:00:00,2403.26,2.68,112.41,7.06,50.07,135.62,173.83,34.45,90.90857142857143,118.50466666666668,2020,11
2020-11-27 14:00:00,2510.07,2.18,101.45,7.96,49.59,154.47,198.73,39.52,103.6842857142857,120.56133333333334,2020,11
2020-11-27 15:00:00,2376.56,0.4,87.05,18.95,45.78,163.42,209.55,41.04,118.42857142857143,123.05766666666666,2020,11
2020-11-27 16:00:00,2296.45,0.08,76.77,26.82,42.44,169.15,215.26,38.51,133.07,125.12966666666668,2020,11
2020-11-27 17:00:00,2349.85,0.13,75.4,23.96,40.53,179.28,227.25,32.93,146.56714285714287,126.49833333333332,2020,11
2020-11-27 18:00:00,2189.64,0.17,71.97,21.82,34.33,174.77,219.02,23.31,156.41714285714286,127.13566666666665,2020,11
2020-11-27 19:00:00,1789.09,0.05,58.95,28.25,25.03,150.44,183.04,13.93,161.02142857142857,126.49966666666666,2020,11
2020-11-27 20:00:00,1401.9,0.0,41.47,40.05,18.6,132.96,156.48,9.75,160.64142857142858,124.19133333333333,2020,11
2020-11-27 21:00:00,1228.33,0.0,32.56,45.78,16.45,126.1,144.97,7.79,156.5885714285714,120.58233333333332,2020,11
2020-11-27 22:00:00,1161.58,0.0,28.1,47.92,15.5,124.33,140.4,6.59,151.00428571428571,116.54333333333332,2020,11
2020-11-27 23:00:00,1148.22,0.0,26.05,50.07,15.5,126.38,140.94,6.21,144.8942857142857,113.097,2020,11
2020-11-28 00:00:00,1188.28,0.0,26.39,52.21,17.41,136.96,151.52,6.52,138.84857142857143,111.83666666666666,2020,11
2020-11-28 01:00:00,1348.5,0.0,32.22,51.5,22.89,158.21,176.16,8.36,136.48285714285717,113.30033333333333,2020,11
2020-11-28 02:00:00,1695.63,0.1,47.3,37.91,31.47,185.59,211.46,12.41,141.50428571428571,116.48633333333333,2020,11
2020-11-28 03:00:00,1895.9,4.36,53.47,32.19,38.62,197.84,228.15,15.71,150.77285714285716,120.34666666666665,2020,11
2020-11-28 04:00:00,1869.2,10.17,45.93,47.92,46.25,192.49,222.35,18.49,160.2571428571429,124.19433333333333,2020,11
2020-11-28 05:00:00,1762.39,10.17,42.16,71.53,52.93,186.49,215.43,20.27,169.13714285714286,127.97399999999999,2020,11
2020-11-28 06:00:00,1588.82,7.26,37.7,105.86,58.17,174.62,199.38,19.0,176.02857142857144,131.42233333333334,2020,11
2020-11-28 07:00:00,1041.41,3.58,23.65,140.19,47.21,110.26,124.43,11.65,172.21428571428575,132.509,2020,11
2020-11-28 08:00:00,867.84,2.57,19.71,154.5,41.49,92.78,103.92,10.26,162.86714285714288,132.47266666666667,2020,11
2020-11-28 09:00:00,867.84,2.15,20.74,165.94,44.82,96.88,108.01,11.15,150.1942857142857,132.34666666666666,2020,11
2020-11-28 10:00:00,1735.69,6.31,58.95,123.02,54.36,140.53,166.19,20.52,142.00714285714287,133.63299999999998,2020,11
2020-11-28 11:00:00,3124.24,14.75,116.53,49.35,61.04,204.21,250.82,30.65,143.6814285714286,137.02433333333335,2020,11
2020-11-28 12:00:00,4272.46,42.02,148.06,3.17,62.94,251.13,312.63,38.51,152.9157142857143,142.18833333333333,2020,11
2020-11-28 13:00:00,5340.58,76.0,150.8,0.0,66.76,305.95,382.34,49.14,171.67714285714285,150.21866666666668,2020,11
2020-11-28 14:00:00,5767.82,68.84,150.8,0.0,67.71,351.5,440.0,55.73,206.14000000000001,159.92833333333334,2020,11
2020-11-28 15:00:00,5073.55,33.08,142.57,0.2,59.61,341.86,424.77,51.68,241.72285714285712,169.10166666666666,2020,11
2020-11-28 16:00:00,3791.81,2.18,119.27,8.4,50.55,284.08,347.44,42.56,268.4657142857143,175.74433333333334,2020,11
2020-11-28 17:00:00,3524.78,0.72,102.82,13.05,45.3,274.87,335.43,40.03,287.65714285714284,181.37933333333334,2020,11
2020-11-28 18:00:00,3124.24,0.57,90.48,14.13,35.29,248.69,299.94,32.17,294.01142857142855,185.7286666666667,2020,11
2020-11-28 19:00:00,2456.67,0.17,71.97,20.21,23.84,201.74,238.09,20.77,286.9557142857143,187.93266666666668,2020,11
2020-11-28 20:00:00,2002.72,0.04,56.21,26.11,19.07,172.07,199.13,14.82,267.83,188.51933333333332,2020,11
2020-11-28 21:00:00,1735.69,0.03,47.3,28.61,16.93,156.8,179.28,10.89,240.0157142857143,188.29866666666666,2020,11
2020-11-28 22:00:00,1562.12,0.02,40.1,31.11,15.97,145.46,164.55,8.11,211.9585714285714,187.50900000000001,2020,11
2020-11-28 23:00:00,1428.6,0.02,35.99,31.83,15.74,138.33,155.25,6.08,191.13714285714286,186.14399999999998,2020,11
2020-11-29 00:00:00,1321.79,0.03,34.62,33.26,16.21,134.49,150.71,5.07,171.08285714285716,184.80133333333333,2020,11
2020-11-29 01:00:00,1428.6,0.15,42.16,28.25,20.5,144.8,164.06,6.33,156.24142857142857,184.61333333333332,2020,11
2020-11-29 02:00:00,1895.9,3.55,63.06,10.01,30.52,175.84,205.53,11.02,152.54142857142855,186.04266666666666,2020,11
2020-11-29 03:00:00,2429.96,21.23,67.86,9.3,40.05,205.11,244.44,16.21,157.26142857142858,188.67633333333333,2020,11
2020-11-29 04:00:00,2830.51,35.32,69.23,21.46,50.55,229.77,276.06,22.55,167.6857142857143,192.191,2020,11
2020-11-29 05:00:00,3150.94,34.87,79.51,40.41,64.85,258.81,311.02,28.88,183.87857142857143,196.60533333333333,2020,11
2020-11-29 06:00:00,3150.94,23.69,87.05,77.96,82.02,277.18,329.15,29.39,203.71428571428572,201.27933333333334,2020,11
2020-11-29 07:00:00,1428.6,6.87,44.55,141.62,75.34,152.26,174.87,11.27,206.25285714285715,201.08100000000002,2020,11
2020-11-29 08:00:00,1148.22,4.58,35.64,160.22,66.76,133.28,152.32,8.74,204.60714285714286,199.33733333333333,2020,11
2020-11-29 09:00:00,1121.52,3.74,36.67,170.23,69.62,131.24,150.27,9.25,198.2357142857143,197.1173333333333,2020,11
2020-11-29 10:00:00,2296.45,10.95,87.05,107.29,77.25,187.62,226.89,23.05,195.73714285714286,196.955,2020,11
2020-11-29 11:00:00,4112.24,31.74,150.8,31.11,84.88,274.9,343.04,39.52,202.18428571428572,199.90200000000002,2020,11
2020-11-29 12:00:00,5714.42,83.15,175.48,1.59,99.18,336.88,425.52,57.25,213.33714285714285,205.3106666666667,2020,11
2020-11-29 13:00:00,7156.37,132.32,180.96,0.0,125.89,404.47,513.61,84.1,231.52142857142854,215.11766666666668,2020,11
2020-11-29 14:00:00,8117.68,151.99,178.22,0.0,143.05,478.35,610.78,107.41,278.10571428571427,227.97,2020,11
2020-11-29 15:00:00,8331.3,150.2,157.65,0.0,137.33,524.79,672.15,114.5,334.0357142857143,242.23366666666666,2020,11
2020-11-29 16:00:00,8331.3,146.63,134.35,0.0,125.89,558.48,709.59,110.45,395.07000000000005,256.1653333333333,2020,11
2020-11-29 17:00:00,8438.11,146.63,119.27,0.0,125.89,592.91,747.75,112.47,452.9685714285714,269.122,2020,11
2020-11-29 18:00:00,8224.49,143.05,109.67,0.0,118.26,586.24,733.62,105.38,497.44571428571425,280.2923333333334,2020,11
2020-11-29 19:00:00,7263.18,126.96,98.71,0.0,94.41,519.9,641.21,81.06,523.5914285714285,287.424,2020,11
2020-11-29 20:00:00,6248.47,108.18,86.37,0.0,74.39,463.88,562.84,56.74,532.0785714285714,291.17,2020,11
2020-11-29 21:00:00,5447.39,88.51,76.08,0.0,58.65,419.38,502.51,39.01,523.6542857142857,293.754,2020,11
2020-11-29 22:00:00,4699.71,68.84,70.6,0.0,47.21,377.58,449.55,29.64,502.6242857142857,296.87066666666664,2020,11
2020-11-29 23:00:00,4112.24,54.09,69.23,0.0,38.15,337.0,399.7,24.32,470.9842857142857,298.94166666666666,2020,11
2020-11-30 00:00:00,3631.59,47.39,69.23,0.0,31.47,303.61,358.95,19.25,429.6557142857143,300.77233333333334,2020,11
2020-11-30 01:00:00,3417.97,46.49,70.6,0.0,36.72,279.12,329.89,25.08,385.7814285714286,303.35166666666663,2020,11
2020-11-30 02:00:00,4432.68,80.47,74.71,0.02,51.98,338.53,407.97,36.48,359.87142857142857,308.9003333333333,2020,11
2020-11-30 03:00:00,5554.2,125.17,74.71,1.48,64.85,393.76,479.03,47.12,349.8542857142857,316.799,2020,11
2020-11-30 04:00:00,5821.23,125.17,87.74,7.15,76.29,406.58,494.57,54.21,348.0257142857143,325.503,2020,11
2020-11-30 05:00:00,5874.63,90.3,123.38,23.25,90.6,434.27,525.87,58.77,356.1242857142857,335.3676666666667,2020,11
2020-11-30 06:00:00,5607.61,43.36,153.54,73.67,103.95,460.28,548.96,53.7,373.7357142857142,346.2273333333333,2020,11
2020-11-30 07:00:00,1976.01,8.16,65.12,164.51,97.28,196.45,226.33,20.77,358.4271428571428,347.94899999999996,2020,11
2020-11-30 08:00:00,1495.36,4.69,45.93,188.83,84.88,165.43,187.62,15.07,342.18571428571425,347.60200000000003,2020,11
2020-11-30 09:00:00,1388.55,3.41,42.84,200.27,83.92,158.8,178.9,14.19,316.51000000000005,346.05833333333334,2020,11
2020-11-30 10:00:00,2643.59,8.72,100.08,134.47,91.55,221.87,263.85,28.37,291.9542857142857,345.795,2020,11
2020-11-30 11:00:00,4806.52,27.72,180.96,39.34,96.32,326.66,403.12,45.09,280.53714285714284,348.0566666666667,2020,11
2020-11-30 12:00:00,6675.72,85.83,205.64,1.81,97.28,402.96,504.58,57.76,276.06428571428575,352.2493333333333,2020,11
2020-11-30 13:00:00,8331.3,143.05,200.15,0.0,106.81,483.31,610.09,76.0,279.3542857142857,363.2843333333333,2020,11
2020-11-30 14:00:00,9292.6,157.36,180.96,0.0,107.77,563.64,718.37,90.18,331.81,377.62966666666665,2020,11
2020-11-30 15:00:00,9292.6,146.63,156.28,0.0,97.28,613.4,784.89,91.2,395.8057142857143,393.70166666666665,2020,11
2020-11-30 16:00:00,9292.6,134.11,137.09,0.0,84.88,656.52,833.6,73.97,466.9085714285714,409.3316666666667,2020,11
2020-11-30 17:00:00,9399.41,135.9,120.64,0.0,78.2,703.33,887.84,57.25,535.6885714285714,423.6126666666667,2020,11
2020-11-30 18:00:00,8758.55,128.75,102.82,0.0,61.99,669.44,844.63,37.49,584.6571428571428,434.69800000000004,2020,11
2020-11-30 19:00:00,7049.56,106.39,87.74,0.0,41.96,557.39,699.05,20.01,606.7185714285715,439.79533333333336,2020,11
2020-11-30 20:00:00,5767.82,83.15,74.71,0.0,34.81,475.65,585.64,14.57,605.6242857142857,439.70533333333333,2020,11
2020-11-30 21:00:00,4966.74,67.06,64.43,0.0,32.42,426.25,516.68,13.05,585.9971428571428,436.42066666666665,2020,11
2020-11-30 22:00:00,4379.27,55.43,57.58,0.0,31.47,390.57,467.97,12.16,554.1642857142857,430.8236666666666,2020,11
2020-11-30 23:00:00,3952.03,46.05,53.47,0.0,29.56,361.58,426.87,10.77,512.03,423.11266666666666,2020,11
2020-12-01 00:00:00,3631.59,41.57,51.41,0.0,29.56,338.08,394.05,10.51,459.8514285714286,414.84066666666666,2020,12
2020-12-01 01:00:00,3524.78,43.36,54.84,0.0,36.72,328.71,380.96,13.81,411.1757142857142,408.4676666666667,2020,12
2020-12-01 02:00:00,4539.49,76.89,61.69,0.01,51.98,387.82,458.69,21.53,386.95142857142855,405.9323333333333,2020,12
2020-12-01 03:00:00,5554.2,119.81,65.12,0.94,63.9,438.32,523.15,27.87,381.61857142857144,406.5636666666667,2020,12
2020-12-01 04:00:00,5714.42,119.81,80.88,5.72,74.39,454.62,542.24,33.95,385.6714285714285,409.1316666666667,2020,12
2020-12-01 05:00:00,5821.23,90.3,117.9,20.21,88.69,486.37,576.78,43.57,399.35714285714283,414.11066666666665,2020,12
2020-12-01 06:00:00,5821.23,44.7,154.91,67.95,104.9,530.13,618.68,43.57,423.4357142857143,421.66133333333335,2020,12
2020-12-01 07:00:00,2403.26,7.04,72.66,200.27,122.07,303.78,336.66,18.75,418.5357142857143,422.48333333333335,2020,12
2020-12-01 08:00:00,1895.9,3.91,50.04,231.74,99.18,255.16,280.88,14.69,408.0285714285714,419.7043333333333,2020,12
2020-12-01 09:00:00,1762.39,2.57,42.5,248.91,89.65,239.93,263.1,14.57,386.90142857142854,414.57666666666665,2020,12
2020-12-01 10:00:00,3097.53,7.04,105.56,161.65,91.55,313.47,359.45,29.64,369.0657142857143,411.473,2020,12
2020-12-01 11:00:00,5287.17,21.46,191.93,45.42,95.37,431.12,510.61,46.1,365.7085714285714,411.368,2020,12
2020-12-01 12:00:00,7263.18,79.57,216.6,1.42,102.04,512.77,618.34,61.3,369.48,413.1176666666667,2020,12
2020-12-01 13:00:00,9078.98,139.48,216.6,0.0,119.21,605.14,739.6,84.1,380.19571428571425,426.74066666666664,2020,12
2020-12-01 14:00:00,10147.09,150.2,213.86,0.0,117.3,700.36,866.48,97.28,436.85,444.57166666666666,2020,12
2020-12-01 15:00:00,10040.28,130.53,197.41,0.0,97.28,752.66,937.4,88.16,507.9214285714285,464.367,2020,12
2020-12-01 16:00:00,9613.04,107.29,178.22,0.0,80.11,780.98,967.56,61.3,585.2142857142857,483.00399999999996,2020,12
2020-12-01 17:00:00,9399.41,101.03,157.65,0.0,71.53,816.21,1004.64,44.58,657.0342857142857,499.32233333333335,2020,12
2020-12-01 18:00:00,8651.73,92.98,137.09,0.0,57.7,791.35,966.73,29.64,708.4957142857144,512.2686666666667,2020,12
2020-12-01 19:00:00,7156.37,73.31,115.16,0.0,40.53,708.4,848.38,16.72,736.4428571428572,519.7716666666666,2020,12
2020-12-01 20:00:00,6088.26,55.43,97.33,0.0,33.85,656.05,767.16,12.67,743.7157142857143,522.852,2020,12
2020-12-01 21:00:00,5447.39,46.05,79.51,0.0,30.99,625.11,717.59,11.15,732.9657142857142,523.2423333333334,2020,12
2020-12-01 22:00:00,4913.33,38.45,66.49,0.0,28.37,597.57,677.01,10.01,710.8100000000001,521.2773333333333,2020,12
2020-12-01 23:00:00,4486.08,33.08,58.26,0.0,25.75,571.31,638.64,8.36,680.8571428571429,516.8766666666667,2020,12
2020-12-02 00:00:00,4219.06,29.95,56.21,0.01,25.27,546.32,602.46,8.11,642.3014285714287,512.7726666666666,2020,12
2020-12-02 01:00:00,4165.65,32.63,58.95,0.01,31.95,527.62,579.56,11.78,604.6257142857143,511.7803333333333,2020,12
2020-12-02 02:00:00,4966.74,61.69,65.12,0.02,44.35,560.74,628.05,17.73,583.5314285714286,514.6166666666667,2020,12
2020-12-02 03:00:00,5447.39,86.73,71.29,1.2,50.55,563.36,637.2,20.77,570.29,519.187,2020,12
2020-12-02 04:00:00,4486.08,45.15,97.33,16.09,56.27,486.09,546.94,22.29,550.4300000000001,522.371,2020,12
2020-12-02 05:00:00,4219.06,28.61,101.45,47.92,65.8,476.05,535.98,28.12,533.07,526.1866666666667,2020,12
2020-12-02 06:00:00,3791.81,15.2,93.22,104.43,76.29,457.05,511.42,28.37,516.7471428571429,530.1523333333333,2020,12
2020-12-02 07:00:00,1762.39,2.85,34.96,217.44,74.39,278.08,299.32,11.65,478.4271428571428,528.4646666666666,2020,12
2020-12-02 08:00:00,1415.25,1.93,25.36,223.16,62.94,225.17,241.86,10.64,435.21999999999997,523.043,2020,12
2020-12-02 09:00:00,1295.09,1.66,25.02,217.44,60.08,197.62,212.92,11.4,383.3457142857143,515.0196666666667,2020,12
2020-12-02 10:00:00,1655.58,2.54,47.3,183.11,65.8,203.92,225.96,17.23,331.9971428571429,506.66299999999995,2020,12
2020-12-02 11:00:00,2349.85,2.74,87.74,121.59,69.62,227.74,260.82,24.57,295.09000000000003,498.04200000000003,2020,12
2020-12-02 12:00:00,2964.02,0.57,130.24,53.64,68.67,243.27,284.82,30.65,261.8357142857143,488.47999999999996,2020,12
2020-12-02 13:00:00,3524.78,1.41,152.17,12.16,68.67,268.83,319.75,37.49,234.94714285714284,487.315,2020,12
2020-12-02 14:00:00,3685.0,2.46,139.83,7.24,66.76,292.1,352.35,44.08,236.95000000000002,488.5463333333334,2020,12
2020-12-02 15:00:00,3524.78,0.96,120.64,12.88,59.13,292.5,355.06,45.6,246.56857142857143,490.2986666666667,2020,12
2020-12-02 16:00:00,3364.56,0.45,105.56,16.27,51.5,283.55,346.14,44.58,258.8442857142857,489.3013333333333,2020,12
2020-12-02 17:00:00,3311.16,0.85,100.08,12.34,46.25,281.26,343.89,41.04,269.89285714285717,484.306,2020,12
2020-12-02 18:00:00,3044.13,1.1,91.85,10.19,37.67,260.8,316.54,29.13,274.61571428571426,475.907,2020,12
2020-12-02 19:00:00,2483.37,0.43,76.08,14.84,27.9,223.05,264.92,16.97,271.72714285714284,463.1706666666667,2020,12
2020-12-02 20:00:00,2109.53,0.13,61.01,20.74,24.56,205.31,239.33,11.65,262.65285714285716,446.669,2020,12
2020-12-02 21:00:00,1922.61,0.07,52.09,23.6,23.84,205.54,236.15,8.74,250.2871428571429,428.4316666666667,2020,12
2020-12-02 22:00:00,1842.5,0.08,46.61,23.25,23.84,215.2,244.22,7.03,239.24428571428572,409.57233333333335,2020,12
2020-12-02 23:00:00,1815.8,0.22,45.24,18.24,23.84,230.31,259.16,6.27,231.63857142857142,390.04233333333326,2020,12
2020-12-03 00:00:00,1869.2,1.4,47.98,9.12,25.51,252.44,282.79,6.33,227.52142857142854,372.0786666666666,2020,12
2020-12-03 01:00:00,2296.45,13.52,51.41,0.89,32.9,293.56,332.14,9.37,232.20142857142855,358.25066666666663,2020,12
2020-12-03 02:00:00,3284.45,49.62,52.78,0.01,47.21,362.96,421.16,15.71,252.1885714285714,348.481,2020,12
2020-12-03 03:00:00,4112.24,86.73,55.52,0.85,59.61,411.84,483.58,20.01,281.6928571428571,341.372,2020,12
2020-12-03 04:00:00,4058.84,92.09,58.26,4.43,70.57,409.47,481.24,22.55,310.82571428571424,335.102,2020,12
2020-12-03 05:00:00,4432.68,93.88,76.08,11.0,87.74,438.31,518.43,31.67,342.6985714285714,330.66866666666664,2020,12
2020-12-03 06:00:00,4913.33,75.1,117.9,27.9,114.44,499.71,586.26,36.99,381.1842857142857,329.115,2020,12
2020-12-03 07:00:00,2216.34,13.64,82.25,118.73,156.4,331.31,368.29,11.27,392.45142857142855,322.5713333333333,2020,12
2020-12-03 08:00:00,1922.61,7.38,69.23,163.08,144.96,311.07,343.36,9.5,394.95285714285717,314.24899999999997,2020,12
2020-12-03 09:00:00,1976.01,5.7,72.66,183.11,154.5,306.68,339.42,10.39,386.91285714285715,305.693,2020,12
2020-12-03 10:00:00,3578.19,13.41,142.57,108.72,158.31,396.51,454.3,29.13,384.72285714285715,302.707,2020,12
2020-12-03 11:00:00,6034.85,43.81,219.35,22.89,158.31,546.54,640.16,52.69,404.30428571428575,305.0566666666667,2020,12
2020-12-03 12:00:00,8224.49,118.02,241.28,0.84,183.11,661.49,783.98,81.06,436.18714285714293,311.8713333333334,2020,12
2020-12-03 13:00:00,10040.28,180.6,235.8,0.0,225.07,774.3,922.85,116.53,475.4142857142857,328.41200000000003,2020,12
2020-12-03 14:00:00,11535.65,207.42,222.09,0.0,232.7,901.47,1083.52,137.81,556.8657142857144,350.95533333333333,2020,12
2020-12-03 15:00:00,12710.57,216.37,208.38,0.0,200.27,1017.94,1227.9,131.73,657.8471428571429,378.2993333333333,2020,12
2020-12-03 16:00:00,13885.5,218.15,200.15,0.0,160.22,1140.68,1363.66,118.55,776.99,409.52466666666663,2020,12
2020-12-03 17:00:00,14526.37,209.21,191.93,0.0,141.14,1229.21,1465.21,106.39,895.947142857143,442.90700000000004,2020,12
2020-12-03 18:00:00,13137.82,168.09,171.36,0.0,113.49,1154.94,1392.78,72.96,982.8614285714285,473.296,2020,12
2020-12-03 19:00:00,10360.72,110.87,143.95,0.0,73.43,968.36,1176.27,38.0,1026.7,496.6136666666667,2020,12
2020-12-03 20:00:00,7904.05,65.27,117.9,0.0,48.64,829.57,996.33,20.27,1034.5957142857144,514.5293333333333,2020,12
2020-12-03 21:00:00,6355.29,35.76,100.08,0.01,37.19,749.66,878.97,15.45,1012.9085714285715,529.7679999999999,2020,12
2020-12-03 22:00:00,5554.2,22.13,89.11,0.04,34.33,717.75,819.9,15.45,970.0242857142857,544.2413333333333,2020,12
